NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
1134;48;podlaskie;20030 Bielsk Podlaski;2003 bielski (podlaski);Bielsk Podlaski;Grabowiec;zagrożenia;52.75875;23.05766;32;29.02.2020;02.03.2020;10.03.2020;P/20/10852;RT-PCR+;4;padły/padłe;1. samiec 10 m - 32 kg, 2. samiec - 10 m - 30 kg, 3. samica - 24 m - 100 kg, 4. samiec - 10 m - 35 kg;4;0;0;0;;
1135;249;lubelskie;06040 Hrubieszów;0604 hrubieszowski;Uchanie;Drohiczany;objęty ograniczeniami;50.871845;23.667823;32;25.02.2020;26.02.2020;27.02.2020;P/20/09018;RT-PCR+;1;padły/padłe;samiec - 12 m - 20 kg;1;0;0;0;;
1136;251;lubelskie;06020 Biłgoraj;0602 biłgorajski;Frampol;Karolówka;objęty ograniczeniami;50.633115;22.720866;32;24.02.2020;26.02.2020;02.03.2020;P/20/09402;RT-PCR+;1;padły/padłe;samiec - 36 m -70 kg;1;0;0;0;;
1137;252;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Tarnawatka;Tymin;objęty ograniczeniami;50.53218;23.476094;32;21.02.2020;21.02.2020;02.03.2020;P/20/09442;RT-PCR+;1;padły/padłe;samica - 48 m - 150 kg;0;1;0;0;;
1138;284;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Zabór;objęty ograniczeniami;51.950547;15.722913;32;28.02.2020;02.03.2020;06.03.2020;P/20/10266;RT-PCR+;1;padły/padłe;1. samiec - 36 m - 60 kg;1;0;0;0;;
1139;285;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Zabór;objęty ograniczeniami;51.950502;15.722692;32;28.02.2020;02.03.2020;06.03.2020;P/20/10265;RT-PCR+;1;padły/padłe;1. samica - 36 m - 60 kg;0;1;0;0;;
1140;286;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Zabór;objęty ograniczeniami;51.950238;15.772604;32;28.02.2020;02.03.2020;06.03.2020;P/20/10267;RT-PCR+;1;padły/padłe;1.płeć nieokreślona.36 m -65 kg;0;0;0;1;;
1141;287;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Zabór;objęty ograniczeniami;51.941427;15.730847;32;28.02.2020;02.03.2020;06.03.2020;P/20/10267;RT-PCR+;1;padły/padłe;1. płeć nieokreslona.wiek nieokreślony. 15kg;0;0;0;1;;
1142;288;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Proczki;objęty ograniczeniami;51.939409;15.733267;32;28.02.2020;02.03.2020;06.03.2020;P/20/10267;RT-PCR+;1;padły/padłe;1.płeć nieokreślona. wiek nieokreślony.15 kg;0;0;0;1;;
1143;289;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Proczki;objęty ograniczeniami;51.93042;15.741847;32;28.02.2020;02.03.2020;06.03.2020;P/20/10262;RT-PCR+;1;padły/padłe;1.samica - 24 m -60 kg;1;0;0;0;;
